Gender,Best_event,Max_level,n_dist,S,b,E,CS_ms,CS_kmh,D_prime
Female,800,National,3,11.156321,0.124312,0.875688,4.48777,16.15597,241.97
Male,10000,Regional,3,10.092987,0.115925,0.884075,4.149719,14.93899,190.437
Male,400,Interregional,3,15.053935,0.172877,0.827123,5.293618,19.05702,132.496
Male,800,Interregional,3,14.134291,0.156426,0.843574,5.366607,19.31978,139.212
Female,800,Interregional,3,10.857053,0.127517,0.872483,4.920768,17.71477,104.935
Male,400,Interregional,3,17.319133,0.204613,0.795387,4.867659,17.52357,171.052
Male,1500,Interregional,3,11.80677,0.118659,0.881341,4.751255,17.10452,215.203
Male,3000,Regional,3,9.237629,0.105335,0.894665,4.057782,14.60802,357.586
Male,10000,Regional,3,6.066325,0.037981,0.962019,4.515221,16.25479,105.545
Male,1500,Interregional,3,11.057784,0.112161,0.887839,4.876802,17.55649,229.506
Male,800,Regional,3,14.201645,0.16472,0.83528,5.195427,18.70354,131.233
Female,800,Regional,3,11.419406,0.155701,0.844299,3.862455,13.90484,170.89
Female,3000,Interregional,4,8.762571,0.103516,0.896484,4.025047,14.49017,236.78
Male,800,Interregional,4,14.280255,0.162728,0.837272,4.229187,15.22507,291.012
Male,1500,Regional,3,9.906603,0.111602,0.888398,4.511136,16.24009,192.912
Male,400,Regional,3,15.014594,0.183508,0.816492,5.080082,18.28829,114.027
Female,10000,Regional,3,6.847539,0.072657,0.927343,3.804027,13.6945,187.838
Male,3000,Regional,4,8.576532,0.091261,0.908739,4.035116,14.52642,431.702
Male,800,Regional,4,11.875276,0.136858,0.863142,4.763379,17.14817,154.214
Male,3000,Regional,3,7.241639,0.065349,0.934651,4.437451,15.97483,175.44
Male,800,Interregional,3,14.970926,0.176811,0.823189,4.975278,17.911,153.327
Male,400,Interregional,3,18.077083,0.209997,0.790003,4.923288,17.72384,176.277
Female,3000,National,4,9.510368,0.097255,0.902745,4.731272,17.03258,183.496
Male,800,Interregional,3,16.860687,0.198594,0.801406,4.933228,17.75962,165.475
Male,800,Regional,3,12.246254,0.156232,0.843768,4.068645,14.64712,249.822
Male,1500,Interregional,4,13.033866,0.134485,0.865515,5.365481,19.31573,159.176
Female,10000,Interregional,3,6.031876,0.040623,0.959377,4.335736,15.60865,196.487
Male,400,Regional,3,19.523658,0.246235,0.753765,3.393488,12.21656,306.083
Male,400,Regional,4,15.480618,0.204808,0.795192,4.110808,14.79891,154.051
Female,400,Regional,3,15.08177,0.213928,0.786072,3.903985,14.05434,161.145
Male,3000,National,3,10.54612,0.086143,0.913857,5.627589,20.25932,242.046
Male,400,Regional,3,14.858896,0.186263,0.813737,4.118807,14.8277,203.281
Male,3000,Regional,4,8.231635,0.08923,0.91077,4.23516,15.24658,198.567
Male,1500,Regional,3,10.73686,0.119399,0.880601,4.703837,16.93381,189.062
Male,400,Interregional,3,18.756115,0.225411,0.774589,4.686187,16.87027,173.907
Male,3000,Interregional,3,10.985753,0.107923,0.892077,5.068294,18.24586,206.405
Female,800,Regional,3,12.320856,0.166624,0.833376,4.307055,15.5054,134.952
Male,3000,Interregional,4,9.042511,0.07779,0.92221,4.810688,17.31848,375.058
Male,1500,Regional,3,9.995876,0.102604,0.897396,4.709917,16.9557,249.501
Male,800,Interregional,3,15.198642,0.166964,0.833036,4.919935,17.71177,189.204
Female,1500,Regional,3,10.72108,0.15112,0.84888,3.620303,13.03309,244.571
Male,1500,Regional,3,12.74478,0.143002,0.856998,4.303431,15.49235,425.525
Male,400,Regional,3,15.535151,0.208413,0.791587,4.334027,15.6025,141.704
Female,3000,National,5,9.287439,0.09162,0.90838,4.428645,15.94312,352.586
Female,1500,National,3,9.06614,0.083756,0.916244,4.949759,17.81913,187.275
Female,1500,National,4,8.748977,0.088226,0.911774,4.365572,15.71606,250.393
Female,3000,Interregional,3,9.782641,0.108777,0.891223,4.272468,15.38088,324.336
Male,3000,Regional,3,9.295175,0.100051,0.899949,4.318247,15.54569,314.133
Male,1500,Interregional,3,13.733797,0.148969,0.851031,4.911516,17.68146,246.438
Male,800,Regional,3,11.575597,0.139133,0.860867,4.548366,16.37412,170.766
Female,10000,Regional,3,7.716788,0.089631,0.910369,3.86542,13.91551,133.974
Male,3000,Regional,4,8.847852,0.080318,0.919682,4.678469,16.84249,318.932
Female,1500,National,4,8.536099,0.08453,0.91547,4.625797,16.65287,166.382
Male,1500,Regional,3,11.133084,0.11464,0.88536,5.094561,18.34042,178.794
Female,10000,Regional,5,5.894011,0.061696,0.938304,3.656958,13.16505,107.141
Female,5000,National,4,7.829761,0.069061,0.930939,4.485489,16.14776,299.858
Male,1500,Interregional,4,12.475666,0.132286,0.867714,4.710384,16.95738,304.995
Male,800,Interregional,3,15.815553,0.178677,0.821323,5.256991,18.92517,153.455
Female,800,National,5,11.69097,0.139341,0.860659,4.259729,15.33502,226.666
Male,1500,National,4,12.531442,0.122551,0.877449,5.184327,18.66358,263.555
Male,1500,Interregional,4,9.143433,0.077278,0.922722,5.009673,18.03482,282.232
Female,800,Interregional,3,14.144737,0.186409,0.813591,4.331877,15.59476,159.061
Male,1500,Regional,4,7.45951,0.073675,0.926325,4.270016,15.37206,166.042
Male,1500,Interregional,5,9.667222,0.082916,0.917084,5.08094,18.29139,266.753
Male,800,Regional,3,12.276935,0.141162,0.858838,5.137261,18.49414,117.784
Male,800,National,3,14.143555,0.144772,0.855228,4.55324,16.39166,230.496
Female,400,Regional,3,12.722365,0.175083,0.824917,4.258737,15.33145,132.547
Male,1500,Interregional,3,10.443632,0.09635,0.90365,5.825759,20.97273,80.005
Female,800,Regional,3,12.504662,0.176799,0.823201,4.061383,14.62098,142.931
Male,400,Interregional,3,19.895132,0.236007,0.763993,4.519784,16.27122,200.066
Female,800,National,4,12.269968,0.150559,0.849441,4.356837,15.68461,190.904
Male,800,Interregional,3,11.015037,0.100461,0.899539,5.948617,21.41502,91.345
Male,1500,Regional,3,10.453474,0.12105,0.87895,4.436661,15.97198,212.696
Male,400,Regional,4,17.529567,0.222737,0.777263,3.808107,13.70919,246.277
Female,800,Regional,3,12.169264,0.169924,0.830076,4.161269,14.98057,134.063
Female,1500,Regional,4,10.291638,0.134514,0.865486,3.889919,14.00371,192.911
Female,800,Regional,3,13.921797,0.198679,0.801321,3.318649,11.94714,310.432
Male,400,Regional,3,15.688513,0.21742,0.78258,4.014576,14.45247,160.381
Male,1500,Regional,3,15.065505,0.185682,0.814318,3.993233,14.37564,323.179
Male,1500,Regional,5,10.835205,0.113657,0.886343,4.886966,17.59308,163.349
Male,3000,Regional,4,7.186889,0.065419,0.934581,4.194369,15.09973,308.035
Male,1500,Interregional,3,15.785323,0.171511,0.828489,3.849154,13.85695,697.636
Female,400,Regional,3,15.253755,0.211001,0.788999,3.939505,14.18222,177.062
Female,800,Regional,3,12.086018,0.18175,0.81825,3.682792,13.25805,158.936
Male,400,Regional,3,15.472874,0.20461,0.79539,4.362936,15.70657,150.302
Male,800,Regional,3,16.572447,0.200604,0.799396,4.704521,16.93628,173.92
Male,800,Regional,3,15.724027,0.190414,0.809586,4.821553,17.35759,157.658
Male,800,Interregional,3,13.578043,0.148444,0.851556,4.873364,17.54411,243.724
Female,3000,Interregional,4,9.569129,0.111594,0.888406,4.082333,14.6964,260.947
Male,3000,Regional,4,9.513697,0.101426,0.898574,4.082318,14.69634,517.575
Male,1500,Regional,3,10.418835,0.10799,0.89201,4.727044,17.01736,259.472
Male,800,Interregional,4,15.790024,0.184504,0.815496,3.530978,12.71152,375.394
Male,800,Regional,4,11.513998,0.12362,0.87638,4.721373,16.99694,243.834
Female,1500,Interregional,4,8.831402,0.090642,0.909358,4.528889,16.304,199.258
Female,1500,Interregional,4,9.014453,0.10072,0.89928,4.319783,15.55122,196.722
Male,1500,Regional,3,12.499592,0.156749,0.843251,4.106226,14.78241,264.965
Male,1500,Interregional,4,12.844005,0.135043,0.864957,5.201133,18.72408,170.019
Female,1500,Interregional,3,10.743188,0.128385,0.871615,4.038771,14.53958,366.385
Male,1500,Interregional,3,12.530414,0.131522,0.868478,5.054596,18.19655,222.184
Female,1500,Interregional,3,11.310486,0.146062,0.853938,3.994843,14.38143,212.221
Female,800,International,3,14.263791,0.157065,0.842935,4.493259,16.17573,316.26
Male,400,Regional,4,20.489608,0.246798,0.753202,3.46178,12.46241,347.209
Male,3000,Regional,3,8.550911,0.085989,0.914011,4.444674,16.00083,262.428
Male,1500,National,3,13.123643,0.130061,0.869939,5.423796,19.52567,211.737
Female,1500,Interregional,4,10.78251,0.127011,0.872989,4.514456,16.25204,162.013
Female,1500,Regional,3,9.683345,0.125627,0.874373,3.96815,14.28534,203.163
Female,3000,Interregional,3,9.789918,0.113857,0.886143,4.087338,14.71442,344.033
Female,3000,National,3,7.763414,0.060615,0.939385,4.811933,17.32296,216.557
Male,800,Interregional,5,12.179672,0.120983,0.879017,5.211466,18.76128,190.349
Female,800,Interregional,3,11.675634,0.158886,0.841114,4.18994,15.08378,143.018
Male,1500,National,4,11.03265,0.101161,0.898839,5.29867,19.07521,232.034
Female,400,Regional,3,18.113961,0.25852,0.74148,3.306665,11.90399,218.21
Male,1500,Regional,3,13.595598,0.158368,0.841632,4.043904,14.55805,475.152
Female,800,Regional,3,11.098865,0.159924,0.840076,3.978007,14.32083,132.894
Male,3000,Regional,3,8.412351,0.080872,0.919128,4.620703,16.63453,207.769
Male,5000,Interregional,5,8.884321,0.072596,0.927404,5.343547,19.23677,114.261
Male,800,Regional,4,13.360669,0.154852,0.845148,4.720693,16.9945,182.336
Female,1500,Regional,3,11.212977,0.163511,0.836489,4.05091,14.58328,113.286
Male,1500,Regional,3,9.152727,0.091256,0.908744,4.821612,17.3578,162.645
Male,1500,Regional,3,9.655211,0.111611,0.888389,4.19376,15.09754,279.668
Female,800,National,4,11.547983,0.137448,0.862552,4.539799,16.34328,166.534
Male,3000,Interregional,4,10.805076,0.09975,0.90025,5.31194,19.12298,200.404
Female,1500,National,4,12.365276,0.149574,0.850426,4.378442,15.76239,201.806
Male,400,Regional,4,11.178402,0.139009,0.860991,4.092819,14.73415,200.583
Male,1500,Regional,3,9.786678,0.113113,0.886887,4.200597,15.12215,286.178
Female,800,Interregional,3,12.921408,0.164227,0.835773,4.141523,14.90948,186.175
Male,3000,Interregional,3,9.39905,0.075348,0.924652,5.629248,20.26529,125.797
Male,800,Regional,3,13.423064,0.166077,0.833923,4.793599,17.25696,134.382
Male,800,Regional,3,13.300202,0.152655,0.847345,5.194871,18.70154,127.661
Male,800,Interregional,3,10.672065,0.104414,0.895586,5.604453,20.17603,93.034
Male,800,Regional,4,13.44326,0.154063,0.845937,4.719288,16.98944,194.764
Male,400,Interregional,3,18.031753,0.219256,0.780744,3.966324,14.27877,235.805
Male,1500,Interregional,4,11.838177,0.116856,0.883144,5.060288,18.21704,263.65
Male,5000,National,3,7.349046,0.032406,0.967594,5.809847,20.91545,88.3
Male,800,Regional,4,13.314998,0.150808,0.849192,4.322678,15.56164,354.7
Female,1500,Regional,3,8.275397,0.091703,0.908297,4.146927,14.92894,241.521
Male,1500,National,3,11.568339,0.103614,0.896386,5.471135,19.69609,219.949
Male,800,Regional,3,11.402218,0.134369,0.865631,4.490348,16.16525,209.01
Female,1500,Regional,3,11.073229,0.158327,0.841673,4.072246,14.66008,121.93
Male,10000,Regional,3,7.361394,0.067772,0.932228,4.277683,15.39966,249.002
Male,3000,Regional,3,9.553632,0.105072,0.894928,4.614917,16.6137,164.429
Male,1500,Regional,3,11.546727,0.12602,0.87398,5.384075,19.38267,97.324
Male,5000,Interregional,4,9.61095,0.090665,0.909335,5.046253,18.16651,168.493
Male,3000,Interregional,3,7.716781,0.051273,0.948727,5.252997,18.91079,163.178
Male,800,Regional,4,13.866127,0.161331,0.838669,4.606084,16.5819,206.737
Male,1500,Interregional,3,10.011366,0.093023,0.906977,5.614201,20.21113,86.446
Male,800,Regional,4,13.998505,0.166129,0.833871,4.303444,15.4924,219.75
Male,10000,Interregional,3,6.536994,0.027766,0.972234,5.280956,19.01144,85.489
Male,400,Regional,3,14.132116,0.170306,0.829694,5.005719,18.02059,129.37
Male,800,Regional,3,11.817769,0.125649,0.874351,5.041719,18.15019,186.878
Female,1500,Interregional,5,10.833235,0.137005,0.862995,3.963912,14.27008,231.004
Male,800,Interregional,3,15.05671,0.16138,0.83862,4.601388,16.565,329.563
Male,1500,Interregional,3,12.07254,0.121944,0.878056,5.248314,18.89393,198.785
Female,1500,Regional,3,9.598161,0.130923,0.869077,4.226319,15.21475,97.971
Male,1500,Interregional,3,9.784004,0.090162,0.909838,4.852188,17.46788,289.105
Female,1500,National,3,10.116777,0.111951,0.888049,4.125048,14.85017,289.171
Female,400,National,3,13.195974,0.149809,0.850191,4.043453,14.55643,228.495
Female,800,National,4,12.55533,0.145264,0.854736,4.343116,15.63522,233.27
Female,400,Regional,3,13.789211,0.202114,0.797886,3.794082,13.6587,157.814
Male,10000,National,4,7.742497,0.038533,0.961467,5.781742,20.81427,128.335
Female,1500,Interregional,4,10.480482,0.133859,0.866141,4.142272,14.91218,170.565
Female,800,Interregional,4,9.358196,0.11322,0.88678,4.134141,14.88291,190.614
Female,3000,Regional,3,11.647172,0.147978,0.852022,3.27797,11.80069,879.461
Female,1500,National,3,10.779106,0.108938,0.891062,5.100493,18.36177,178.288
Female,800,National,3,12.948154,0.160418,0.839582,4.791054,17.24779,129.119
Male,3000,Regional,4,8.847242,0.088456,0.911544,4.411609,15.88179,304.132
Male,800,National,3,14.993326,0.155301,0.844699,5.939742,21.38307,122.171
Male,1500,Regional,4,10.761263,0.125621,0.874379,4.250964,15.30347,267.938
Male,3000,Regional,3,7.965287,0.081681,0.918319,4.311089,15.51992,219.031
Male,1500,Interregional,4,12.495619,0.130591,0.869409,5.026009,18.09363,200.915
Male,800,National,3,14.079112,0.143625,0.856375,5.942263,21.39215,117.602
Male,1500,Regional,3,13.423308,0.156294,0.843706,4.461318,16.06074,271.292
Male,1500,Interregional,4,11.365697,0.11604,0.88396,5.229118,18.82482,145.788
Male,800,Regional,3,18.145803,0.224168,0.775832,4.369534,15.73032,196.039
Female,1500,Regional,3,8.942585,0.114497,0.885503,3.736151,13.45014,299.345
Female,800,Regional,3,12.759606,0.185917,0.814083,3.85634,13.88282,154.364
Male,800,Interregional,3,15.311639,0.167993,0.832007,5.521837,19.87861,137.729
Female,800,Regional,3,11.708216,0.156871,0.843129,3.552382,12.78857,319.666
Male,800,National,3,14.57593,0.154178,0.845822,5.72171,20.59816,129.419
Male,400,Regional,3,15.996955,0.203645,0.796355,4.619543,16.63035,144.443
Male,400,Interregional,4,15.983405,0.182089,0.817911,4.674181,16.82705,220.978
Female,1500,Interregional,4,10.740372,0.132375,0.867625,4.366643,15.71991,155.89
Female,800,National,3,11.566671,0.128776,0.871224,5.252161,18.90778,104.98
Male,3000,Interregional,4,8.92386,0.073922,0.926078,4.92528,17.73101,341.501
Male,1500,Regional,5,10.084911,0.118145,0.881855,3.968876,14.28795,269.646
Male,10000,Interregional,4,8.39582,0.069237,0.930763,4.872854,17.54228,264.597
Female,400,National,3,16.782005,0.207611,0.792389,4.577846,16.48025,172.58
Male,800,National,3,15.930137,0.178631,0.821369,5.250892,18.90321,160.219
Female,800,Regional,3,11.101433,0.159266,0.840734,3.527835,12.7002,255.542
Male,3000,National,5,9.317815,0.07279,0.92721,5.297026,19.06929,243.789
Male,1500,Regional,3,11.203486,0.122161,0.877839,4.557019,16.40527,249.732
Male,800,Regional,3,13.881634,0.174412,0.825588,4.166997,15.00119,245.185
Female,400,Regional,3,12.314809,0.195824,0.804176,3.11113,11.20007,193.482
Male,400,Interregional,3,20.296614,0.248923,0.751077,4.38363,15.78107,181.304
Male,3000,Interregional,5,8.899027,0.076938,0.923062,4.869978,17.53192,254.317
Female,1500,Interregional,3,9.978889,0.117149,0.882851,3.864939,13.91378,307.052
Female,1500,Interregional,5,10.04792,0.116677,0.883323,4.383109,15.77919,169.004
Female,400,Interregional,3,13.274705,0.173955,0.826045,4.500798,16.20287,134.789
Male,800,Regional,4,11.752257,0.13441,0.86559,4.860577,17.49808,137.397
Male,400,Regional,3,12.024375,0.15021,0.84979,4.39686,15.8287,149.437
Male,3000,Regional,3,8.903252,0.083776,0.916224,5.015107,18.05438,131.257
Male,800,Regional,3,12.597267,0.166196,0.833804,3.935948,14.16941,244.111
Male,800,Interregional,4,15.125419,0.168866,0.831134,4.944347,17.79965,188.777
Male,1500,Regional,3,10.052474,0.10701,0.89299,4.567444,16.4428,220.255
Female,800,Interregional,3,10.500455,0.132658,0.867342,4.541972,16.3511,112.77
Female,800,National,3,15.206552,0.187824,0.812176,4.716421,16.97911,155.78
Male,400,Regional,3,12.705966,0.150504,0.849496,4.265157,15.35456,191.462
Female,800,Regional,3,12.053785,0.180555,0.819445,3.724127,13.40686,154.604
Male,1500,Regional,3,16.172323,0.192667,0.807333,4.104554,14.77639,334.15
Male,1500,Regional,3,10.624756,0.116078,0.883922,4.738902,17.06005,192.893
Male,400,Regional,3,16.230274,0.207806,0.792194,4.4307,15.95052,165.685
Male,800,Regional,5,10.679841,0.111098,0.888902,4.58818,16.51745,212.955
Male,1500,Regional,3,15.673381,0.181429,0.818571,4.355565,15.68003,313.578
Male,3000,Regional,3,10.307008,0.104819,0.895181,5.047397,18.17063,159.996
Male,1500,National,4,10.346634,0.088751,0.911249,5.521938,19.87898,176.229
Female,1500,National,4,9.2232,0.096839,0.903161,4.507629,16.22746,170.563
Male,3000,Interregional,4,9.247865,0.073123,0.926877,5.172112,18.6196,324.11
Male,3000,Regional,3,8.351805,0.079658,0.920342,4.620791,16.63485,209.699
Male,800,Regional,4,13.778033,0.166942,0.833058,4.173679,15.02524,211.334
Male,10000,Regional,4,7.66146,0.071458,0.928542,4.356754,15.68431,209.066
Male,800,Interregional,3,13.202398,0.146394,0.853606,5.414857,19.49349,118.708
Male,800,International,3,14.17623,0.134942,0.865058,6.312283,22.72422,115.615
Female,1500,Regional,3,10.245482,0.162957,0.837043,2.997325,10.79037,266.403
Female,800,Interregional,4,10.160298,0.114192,0.885808,4.457793,16.04806,173.02
Male,1500,Regional,3,11.678949,0.127668,0.872332,5.410353,19.47727,96.346
Male,800,Regional,3,13.394598,0.158905,0.841095,5.044305,18.1595,127.784
Female,800,Interregional,4,11.088773,0.137481,0.862519,4.255881,15.32117,183.868
Female,1500,Regional,3,10.184912,0.132473,0.867527,3.960273,14.25698,220.47
Male,1500,Interregional,5,11.145356,0.112284,0.887716,4.507296,16.22627,429.824
Female,5000,Regional,4,5.478736,0.043848,0.956152,3.798665,13.67519,210.458
Male,400,Interregional,3,18.170218,0.217354,0.782646,4.046516,14.56746,238.556
Male,800,Regional,3,15.987665,0.200276,0.799724,4.507017,16.22526,173.965
Male,3000,Regional,4,9.110408,0.091906,0.908094,4.717815,16.98413,170.023
Female,400,Regional,5,8.420508,0.1246,0.8754,3.226509,11.61543,173.009
Male,3000,Regional,4,9.251104,0.097025,0.902975,4.702483,16.92894,117.742
Male,10000,Interregional,4,10.04949,0.087328,0.912672,5.120791,18.43485,251.181
Male,3000,Regional,6,9.495181,0.090086,0.909914,4.768403,17.16625,218.08
Female,800,Interregional,3,11.179507,0.134663,0.865337,4.373662,15.74518,211.101
Male,800,Interregional,3,15.641937,0.17167,0.82833,5.507728,19.82782,141.861
Male,1500,Interregional,3,12.861301,0.130042,0.869958,4.907739,17.66786,364.888
Female,1500,Regional,3,8.3104,0.122307,0.877693,3.312803,11.92609,243.462
Female,1500,Regional,3,8.201162,0.104429,0.895571,3.892139,14.0117,170.28
Female,400,Interregional,3,14.970341,0.200273,0.799727,4.24315,15.27534,159.881
Female,1500,Regional,3,11.374938,0.151649,0.848351,4.015917,14.4573,167.403
Male,800,Interregional,3,14.236589,0.160669,0.839331,5.335552,19.20799,131.734
Male,1500,Regional,3,9.790943,0.109065,0.890935,4.336504,15.61142,233.324
Male,5000,National,4,8.03808,0.050278,0.949722,5.417248,19.50209,175.564
Male,1500,Interregional,4,13.575341,0.14804,0.85196,4.477689,16.11968,278.666
Male,1500,Regional,3,9.152804,0.093194,0.906806,4.783709,17.22135,155.992
Male,3000,Regional,3,9.428568,0.08763,0.91237,4.908586,17.67091,251.867
